   Elapsed time	    ECG	domen_1	domen_2	domen_3	domen_4	domen_5
       0:08.759	 -0.120	  0.061	  0.038	  0.022	  0.002	  0.004
       0:08.760	 -0.118	  0.061	  0.041	  0.023	  0.003	  0.003
       0:08.761	 -0.121	  0.056	  0.043	  0.025	  0.006	  0.005
       0:08.762	 -0.123	  0.052	  0.044	  0.028	  0.010	  0.010
       0:08.763	 -0.121	  0.048	  0.048	  0.031	  0.017	  0.016
       0:08.764	 -0.120	  0.044	  0.050	  0.036	  0.026	  0.025
       0:08.765	 -0.115	  0.039	  0.054	  0.042	  0.036	  0.035
       0:08.766	 -0.112	  0.035	  0.056	  0.047	  0.044	  0.044
       0:08.767	 -0.112	  0.031	  0.056	  0.050	  0.050	  0.051
       0:08.768	 -0.112	  0.028	  0.055	  0.051	  0.052	  0.056
       0:08.769	 -0.114	  0.028	  0.054	  0.051	  0.053	  0.057
       0:08.770	 -0.112	  0.029	  0.052	  0.048	  0.051	  0.057
       0:08.771	 -0.109	  0.033	  0.049	  0.045	  0.047	  0.054
       0:08.772	 -0.110	  0.038	  0.048	  0.041	  0.043	  0.049
       0:08.773	 -0.110	  0.043	  0.044	  0.036	  0.038	  0.041
       0:08.774	 -0.108	  0.049	  0.042	  0.032	  0.033	  0.033
       0:08.775	 -0.109	  0.056	  0.041	  0.028	  0.027	  0.024
       0:08.776	 -0.108	  0.065	  0.040	  0.026	  0.022	  0.016
       0:08.777	 -0.107	  0.071	  0.041	  0.026	  0.017	  0.011
       0:08.778	 -0.111	  0.076	  0.041	  0.025	  0.012	  0.007
       0:08.779	 -0.115	  0.078	  0.041	  0.025	  0.009	  0.006
       0:08.780	 -0.114	  0.076	  0.041	  0.025	  0.007	  0.006
       0:08.781	 -0.111	  0.071	  0.041	  0.027	  0.006	  0.008
       0:08.782	 -0.110	  0.067	  0.043	  0.030	  0.008	  0.012
       0:08.783	 -0.114	  0.064	  0.046	  0.035	  0.012	  0.018
       0:08.784	 -0.120	  0.062	  0.053	  0.042	  0.018	  0.024
       0:08.785	 -0.122	  0.061	  0.059	  0.049	  0.022	  0.031
       0:08.786	 -0.126	  0.060	  0.065	  0.054	  0.027	  0.036
       0:08.787	 -0.130	  0.060	  0.069	  0.059	  0.030	  0.038
       0:08.788	 -0.136	  0.060	  0.071	  0.062	  0.031	  0.039
       0:08.789	 -0.142	  0.060	  0.072	  0.063	  0.033	  0.037
       0:08.790	 -0.149	  0.061	  0.071	  0.062	  0.033	  0.035
       0:08.791	 -0.152	  0.058	  0.064	  0.059	  0.034	  0.032
       0:08.792	 -0.148	  0.054	  0.053	  0.052	  0.034	  0.027
       0:08.793	 -0.138	  0.047	  0.036	  0.042	  0.031	  0.021
       0:08.794	 -0.128	  0.037	  0.017	  0.029	  0.026	  0.014
       0:08.795	 -0.118	  0.027	 -0.003	  0.015	  0.020	  0.006
       0:08.796	 -0.100	  0.018	 -0.021	  0.001	  0.011	  0.000
       0:08.797	 -0.074	  0.012	 -0.034	 -0.011	  0.002	 -0.007
       0:08.798	 -0.048	  0.006	 -0.042	 -0.021	 -0.006	 -0.012
       0:08.799	 -0.012	  0.000	 -0.048	 -0.028	 -0.014	 -0.018
       0:08.800	  0.034	 -0.008	 -0.050	 -0.034	 -0.022	 -0.021
       0:08.801	  0.090	 -0.018	 -0.051	 -0.038	 -0.030	 -0.023
       0:08.802	  0.153	 -0.030	 -0.050	 -0.040	 -0.033	 -0.020
       0:08.803	  0.225	 -0.045	 -0.050	 -0.038	 -0.034	 -0.014
       0:08.804	  0.306	 -0.061	 -0.049	 -0.036	 -0.033	 -0.002
       0:08.805	  0.398	 -0.079	 -0.051	 -0.035	 -0.029	  0.011
       0:08.806	  0.485	 -0.101	 -0.056	 -0.035	 -0.024	  0.027
       0:08.807	  0.569	 -0.123	 -0.063	 -0.038	 -0.020	  0.041
       0:08.808	  0.663	 -0.146	 -0.072	 -0.042	 -0.018	  0.052
       0:08.809	  0.765	 -0.164	 -0.082	 -0.048	 -0.018	  0.062
       0:08.810	  0.870	 -0.179	 -0.091	 -0.052	 -0.018	  0.070
       0:08.811	  0.963	 -0.190	 -0.100	 -0.057	 -0.018	  0.074
       0:08.812	  1.041	 -0.197	 -0.108	 -0.062	 -0.020	  0.078
       0:08.813	  1.121	 -0.201	 -0.115	 -0.067	 -0.022	  0.078
       0:08.814	  1.210	 -0.203	 -0.119	 -0.074	 -0.027	  0.074
       0:08.815	  1.290	 -0.203	 -0.124	 -0.078	 -0.033	  0.067
       0:08.816	  1.366	 -0.201	 -0.126	 -0.080	 -0.038	  0.061
       0:08.817	  1.440	 -0.197	 -0.126	 -0.081	 -0.042	  0.056
       0:08.818	  1.498	 -0.193	 -0.123	 -0.081	 -0.043	  0.053
       0:08.819	  1.551	 -0.192	 -0.121	 -0.080	 -0.043	  0.053
       0:08.820	  1.604	 -0.193	 -0.119	 -0.079	 -0.040	  0.054
       0:08.821	  1.647	 -0.194	 -0.116	 -0.076	 -0.034	  0.057
       0:08.822	  1.670	 -0.197	 -0.112	 -0.072	 -0.026	  0.062
       0:08.823	  1.675	 -0.197	 -0.107	 -0.069	 -0.016	  0.068
       0:08.824	  1.671	 -0.198	 -0.102	 -0.064	 -0.007	  0.074
       0:08.825	  1.651	 -0.197	 -0.096	 -0.060	  0.001	  0.078
       0:08.826	  1.594	 -0.194	 -0.091	 -0.057	  0.008	  0.082
       0:08.827	  1.501	 -0.187	 -0.085	 -0.053	  0.013	  0.083
       0:08.828	  1.391	 -0.176	 -0.077	 -0.049	  0.017	  0.082
       0:08.829	  1.269	 -0.158	 -0.067	 -0.043	  0.020	  0.078
       0:08.830	  1.148	 -0.133	 -0.053	 -0.037	  0.024	  0.071
       0:08.831	  1.036	 -0.105	 -0.040	 -0.030	  0.024	  0.061
       0:08.832	  0.921	 -0.074	 -0.026	 -0.023	  0.022	  0.049
       0:08.833	  0.805	 -0.044	 -0.012	 -0.019	  0.019	  0.035
       0:08.834	  0.695	 -0.016	 -0.001	 -0.016	  0.014	  0.020
       0:08.835	  0.595	  0.010	  0.011	 -0.014	  0.008	  0.007
       0:08.836	  0.504	  0.033	  0.022	 -0.011	  0.006	 -0.003
       0:08.837	  0.418	  0.051	  0.033	 -0.006	  0.005	 -0.010
       0:08.838	  0.326	  0.066	  0.043	 -0.002	  0.007	 -0.013
       0:08.839	  0.231	  0.072	  0.050	  0.002	  0.011	 -0.013
       0:08.840	  0.140	  0.071	  0.054	  0.004	  0.014	 -0.012
       0:08.841	  0.054	  0.066	  0.055	  0.005	  0.017	 -0.011
       0:08.842	 -0.029	  0.056	  0.055	  0.006	  0.020	 -0.007
       0:08.843	 -0.107	  0.046	  0.054	  0.007	  0.024	 -0.002
       0:08.844	 -0.174	  0.037	  0.054	  0.010	  0.028	  0.006
       0:08.845	 -0.215	  0.028	  0.054	  0.013	  0.033	  0.015
       0:08.846	 -0.230	  0.021	  0.053	  0.016	  0.036	  0.023
       0:08.847	 -0.224	  0.015	  0.050	  0.017	  0.041	  0.028
       0:08.848	 -0.204	  0.011	  0.048	  0.018	  0.043	  0.031
       0:08.849	 -0.181	  0.009	  0.045	  0.019	  0.043	  0.031
       0:08.850	 -0.157	  0.010	  0.043	  0.018	  0.041	  0.029
       0:08.851	 -0.133	  0.012	  0.040	  0.017	  0.038	  0.024
       0:08.852	 -0.111	  0.016	  0.037	  0.014	  0.031	  0.017
       0:08.853	 -0.091	  0.019	  0.033	  0.009	  0.021	  0.007
       0:08.854	 -0.080	  0.022	  0.028	  0.003	  0.011	 -0.001
       0:08.855	 -0.077	  0.026	  0.026	 -0.002	  0.001	 -0.010
       0:08.856	 -0.077	  0.031	  0.023	 -0.006	 -0.007	 -0.018
       0:08.857	 -0.075	  0.036	  0.022	 -0.009	 -0.012	 -0.022
       0:08.858	 -0.078	  0.039	  0.021	 -0.009	 -0.016	 -0.024
       0:08.859	 -0.086	  0.040	  0.022	 -0.009	 -0.016	 -0.026
       0:08.860	 -0.088	  0.038	  0.021	 -0.009	 -0.016	 -0.024
       0:08.861	 -0.089	  0.033	  0.019	 -0.008	 -0.014	 -0.022
       0:08.862	 -0.095	  0.027	  0.019	 -0.007	 -0.010	 -0.018
       0:08.863	 -0.108	  0.020	  0.018	 -0.005	 -0.006	 -0.012
       0:08.864	 -0.121	  0.012	  0.018	 -0.003	 -0.001	 -0.005
       0:08.865	 -0.131	  0.004	  0.018	 -0.001	  0.005	  0.002
       0:08.866	 -0.139	 -0.005	  0.017	  0.000	  0.009	  0.009
       0:08.867	 -0.141	 -0.013	  0.015	  0.001	  0.013	  0.013
       0:08.868	 -0.141	 -0.019	  0.012	  0.000	  0.014	  0.015
       0:08.869	 -0.142	 -0.022	  0.010	 -0.001	  0.014	  0.015
       0:08.870	 -0.148	 -0.022	  0.008	 -0.003	  0.011	  0.010
       0:08.871	 -0.148	 -0.020	  0.007	 -0.006	  0.008	  0.003
       0:08.872	 -0.147	 -0.015	  0.005	 -0.008	  0.002	 -0.006
       0:08.873	 -0.145	 -0.009	  0.004	 -0.011	 -0.004	 -0.017
       0:08.874	 -0.142	 -0.001	  0.003	 -0.015	 -0.011	 -0.028
       0:08.875	 -0.141	  0.007	  0.003	 -0.017	 -0.016	 -0.037
       0:08.876	 -0.143	  0.015	  0.004	 -0.018	 -0.021	 -0.044
       0:08.877	 -0.147	  0.022	  0.006	 -0.019	 -0.024	 -0.048
       0:08.878	 -0.148	  0.029	  0.008	 -0.018	 -0.026	 -0.049
       0:08.879	 -0.146	  0.030	  0.010	 -0.018	 -0.026	 -0.049
       0:08.880	 -0.145	  0.028	  0.009	 -0.017	 -0.024	 -0.047
       0:08.881	 -0.146	  0.023	  0.010	 -0.016	 -0.022	 -0.044
       0:08.882	 -0.146	  0.018	  0.010	 -0.014	 -0.018	 -0.038
       0:08.883	 -0.148	  0.011	  0.011	 -0.011	 -0.012	 -0.031
       0:08.884	 -0.151	  0.004	  0.012	 -0.007	 -0.006	 -0.023
       0:08.885	 -0.151	 -0.004	  0.012	 -0.003	  0.000	 -0.016
       0:08.886	 -0.151	 -0.011	  0.012	 -0.001	  0.005	 -0.008
       0:08.887	 -0.152	 -0.019	  0.009	 -0.002	  0.007	 -0.004
       0:08.888	 -0.152	 -0.025	  0.004	 -0.004	  0.007	 -0.002
       0:08.889	 -0.152	 -0.028	  0.001	 -0.008	  0.005	 -0.002
       0:08.890	 -0.148	 -0.028	 -0.003	 -0.012	  0.001	 -0.005
       0:08.891	 -0.146	 -0.025	 -0.006	 -0.016	 -0.006	 -0.010
       0:08.892	 -0.147	 -0.021	 -0.009	 -0.021	 -0.012	 -0.016
       0:08.893	 -0.146	 -0.018	 -0.011	 -0.026	 -0.021	 -0.026
       0:08.894	 -0.146	 -0.013	 -0.014	 -0.031	 -0.030	 -0.035
       0:08.895	 -0.148	 -0.008	 -0.015	 -0.035	 -0.038	 -0.044
       0:08.896	 -0.147	 -0.002	 -0.015	 -0.038	 -0.044	 -0.052
       0:08.897	 -0.141	  0.003	 -0.014	 -0.038	 -0.048	 -0.056
       0:08.898	 -0.139	  0.007	 -0.012	 -0.036	 -0.050	 -0.057
       0:08.899	 -0.135	  0.009	 -0.009	 -0.035	 -0.047	 -0.057
       0:08.900	 -0.130	  0.008	 -0.006	 -0.031	 -0.044	 -0.053
       0:08.901	 -0.126	  0.006	 -0.002	 -0.026	 -0.037	 -0.047
       0:08.902	 -0.120	  0.004	  0.003	 -0.020	 -0.030	 -0.038
       0:08.903	 -0.117	  0.002	  0.008	 -0.012	 -0.019	 -0.026
       0:08.904	 -0.115	  0.001	  0.013	 -0.003	 -0.008	 -0.012
       0:08.905	 -0.113	 -0.001	  0.017	  0.005	  0.004	  0.001
       0:08.906	 -0.110	 -0.004	  0.018	  0.011	  0.013	  0.014
       0:08.907	 -0.108	 -0.007	  0.018	  0.014	  0.020	  0.023
       0:08.908	 -0.106	 -0.009	  0.016	  0.015	  0.022	  0.028
       0:08.909	 -0.104	 -0.009	  0.015	  0.014	  0.024	  0.029
       0:08.910	 -0.101	 -0.007	  0.014	  0.013	  0.023	  0.029
       0:08.911	 -0.099	 -0.001	  0.013	  0.012	  0.021	  0.027
       0:08.912	 -0.099	  0.007	  0.012	  0.010	  0.017	  0.022
       0:08.913	 -0.098	  0.015	  0.012	  0.008	  0.012	  0.015
       0:08.914	 -0.096	  0.022	  0.011	  0.005	  0.006	  0.006
       0:08.915	 -0.094	  0.031	  0.011	  0.001	 -0.001	 -0.002
       0:08.916	 -0.091	  0.037	  0.011	 -0.002	 -0.006	 -0.011
       0:08.917	 -0.090	  0.042	  0.012	 -0.004	 -0.011	 -0.018
       0:08.918	 -0.089	  0.046	  0.014	 -0.004	 -0.012	 -0.023
       0:08.919	 -0.090	  0.047	  0.015	 -0.002	 -0.012	 -0.024
       0:08.920	 -0.095	  0.046	  0.017	  0.000	 -0.011	 -0.024
       0:08.921	 -0.096	  0.042	  0.020	  0.002	 -0.006	 -0.019
       0:08.922	 -0.095	  0.037	  0.024	  0.006	 -0.001	 -0.014
       0:08.923	 -0.096	  0.031	  0.027	  0.009	  0.006	 -0.006
       0:08.924	 -0.096	  0.025	  0.031	  0.013	  0.014	  0.002
       0:08.925	 -0.094	  0.019	  0.034	  0.016	  0.021	  0.011
       0:08.926	 -0.092	  0.012	  0.034	  0.019	  0.027	  0.018
       0:08.927	 -0.092	  0.007	  0.033	  0.020	  0.031	  0.023
       0:08.928	 -0.090	  0.004	  0.031	  0.019	  0.033	  0.026
       0:08.929	 -0.087	  0.002	  0.029	  0.017	  0.032	  0.027
       0:08.930	 -0.085	  0.005	  0.027	  0.016	  0.031	  0.026
       0:08.931	 -0.083	  0.010	  0.026	  0.014	  0.027	  0.022
       0:08.932	 -0.082	  0.016	  0.025	  0.012	  0.023	  0.018
       0:08.933	 -0.083	  0.022	  0.023	  0.009	  0.017	  0.011
       0:08.934	 -0.083	  0.029	  0.021	  0.004	  0.010	  0.003
       0:08.935	 -0.084	  0.036	  0.019	  0.001	  0.003	 -0.006
       0:08.936	 -0.085	  0.041	  0.018	 -0.002	 -0.004	 -0.015
       0:08.937	 -0.087	  0.046	  0.018	 -0.004	 -0.008	 -0.021
       0:08.938	 -0.088	  0.047	  0.019	 -0.006	 -0.011	 -0.028
       0:08.939	 -0.086	  0.044	  0.018	 -0.006	 -0.012	 -0.031
       0:08.940	 -0.085	  0.036	  0.018	 -0.007	 -0.011	 -0.032
       0:08.941	 -0.086	  0.027	  0.017	 -0.007	 -0.009	 -0.032
       0:08.942	 -0.084	  0.017	  0.016	 -0.006	 -0.005	 -0.028
       0:08.943	 -0.083	  0.009	  0.017	 -0.004	  0.002	 -0.021
       0:08.944	 -0.083	  0.001	  0.019	  0.000	  0.011	 -0.011
       0:08.945	 -0.080	 -0.005	  0.021	  0.004	  0.019	 -0.002
       0:08.946	 -0.078	 -0.009	  0.022	  0.009	  0.027	  0.007
       0:08.947	 -0.080	 -0.014	  0.022	  0.011	  0.032	  0.013
       0:08.948	 -0.079	 -0.015	  0.023	  0.012	  0.035	  0.017
       0:08.949	 -0.076	 -0.013	  0.022	  0.012	  0.036	  0.018
       0:08.950	 -0.074	 -0.009	  0.022	  0.012	  0.034	  0.018
       0:08.951	 -0.079	 -0.003	  0.022	  0.011	  0.030	  0.015
       0:08.952	 -0.081	  0.004	  0.021	  0.008	  0.024	  0.008
       0:08.953	 -0.080	  0.009	  0.019	  0.004	  0.016	  0.001
       0:08.954	 -0.076	  0.015	  0.016	 -0.002	  0.006	 -0.009
       0:08.955	 -0.073	  0.020	  0.014	 -0.007	 -0.004	 -0.018
       0:08.956	 -0.073	  0.026	  0.012	 -0.011	 -0.012	 -0.025
       0:08.957	 -0.070	  0.031	  0.012	 -0.014	 -0.018	 -0.031
       0:08.958	 -0.067	  0.034	  0.015	 -0.015	 -0.021	 -0.031
       0:08.959	 -0.063	  0.035	  0.019	 -0.014	 -0.020	 -0.029
       0:08.960	 -0.062	  0.034	  0.023	 -0.011	 -0.016	 -0.025
       0:08.961	 -0.060	  0.030	  0.026	 -0.007	 -0.011	 -0.017
       0:08.962	 -0.058	  0.026	  0.029	 -0.001	 -0.005	 -0.007
       0:08.963	 -0.058	  0.021	  0.034	  0.006	  0.004	  0.003
       0:08.964	 -0.057	  0.015	  0.037	  0.013	  0.011	  0.014
       0:08.965	 -0.054	  0.009	  0.040	  0.020	  0.016	  0.023
       0:08.966	 -0.052	  0.002	  0.040	  0.024	  0.020	  0.030
       0:08.967	 -0.051	 -0.005	  0.038	  0.027	  0.021	  0.034
       0:08.968	 -0.050	 -0.010	  0.036	  0.028	  0.021	  0.036
       0:08.969	 -0.049	 -0.012	  0.034	  0.030	  0.020	  0.035
       0:08.970	 -0.049	 -0.011	  0.033	  0.029	  0.018	  0.031
       0:08.971	 -0.049	 -0.007	  0.031	  0.026	  0.014	  0.026
       0:08.972	 -0.049	 -0.002	  0.028	  0.023	  0.010	  0.018
       0:08.973	 -0.046	  0.003	  0.025	  0.017	  0.005	  0.007
       0:08.974	 -0.041	  0.009	  0.022	  0.011	 -0.002	 -0.006
       0:08.975	 -0.040	  0.015	  0.020	  0.006	 -0.009	 -0.018
       0:08.976	 -0.041	  0.022	  0.021	  0.004	 -0.013	 -0.027
       0:08.977	 -0.037	  0.029	  0.023	  0.004	 -0.014	 -0.035
       0:08.978	 -0.037	  0.036	  0.026	  0.006	 -0.014	 -0.037
       0:08.979	 -0.038	  0.039	  0.028	  0.009	 -0.011	 -0.037
       0:08.980	 -0.039	  0.039	  0.031	  0.012	 -0.008	 -0.035
       0:08.981	 -0.040	  0.036	  0.032	  0.017	 -0.002	 -0.028
       0:08.982	 -0.037	  0.031	  0.033	  0.022	  0.005	 -0.020
       0:08.983	 -0.037	  0.026	  0.034	  0.028	  0.013	 -0.009
       0:08.984	 -0.041	  0.021	  0.035	  0.033	  0.021	  0.002
       0:08.985	 -0.039	  0.013	  0.035	  0.038	  0.029	  0.012
       0:08.986	 -0.037	  0.005	  0.034	  0.040	  0.034	  0.019
       0:08.987	 -0.038	 -0.004	  0.031	  0.040	  0.037	  0.023
       0:08.988	 -0.037	 -0.009	  0.027	  0.038	  0.037	  0.025
       0:08.989	 -0.035	 -0.011	  0.026	  0.035	  0.037	  0.027
       0:08.990	 -0.033	 -0.008	  0.025	  0.033	  0.034	  0.026
       0:08.991	 -0.027	 -0.003	  0.025	  0.030	  0.031	  0.024
       0:08.992	 -0.024	  0.006	  0.024	  0.024	  0.026	  0.020
       0:08.993	 -0.026	  0.013	  0.023	  0.018	  0.020	  0.015
       0:08.994	 -0.025	  0.020	  0.021	  0.012	  0.012	  0.006
       0:08.995	 -0.026	  0.026	  0.018	  0.006	  0.005	 -0.002
       0:08.996	 -0.027	  0.031	  0.016	  0.002	 -0.002	 -0.011
       0:08.997	 -0.024	  0.035	  0.015	 -0.001	 -0.008	 -0.020
       0:08.998	 -0.020	  0.036	  0.014	 -0.003	 -0.011	 -0.024
       0:08.999	 -0.017	  0.035	  0.015	 -0.004	 -0.012	 -0.026
       0:09.000	 -0.017	  0.031	  0.016	 -0.005	 -0.011	 -0.025
       0:09.001	 -0.014	  0.025	  0.016	 -0.004	 -0.010	 -0.021
       0:09.002	 -0.009	  0.018	  0.018	 -0.002	 -0.007	 -0.015
       0:09.003	 -0.005	  0.011	  0.018	  0.001	 -0.003	 -0.007
       0:09.004	  0.001	  0.003	  0.019	  0.004	  0.001	  0.001
       0:09.005	  0.011	 -0.004	  0.018	  0.008	  0.006	  0.007
       0:09.006	  0.014	 -0.011	  0.016	  0.012	  0.010	  0.014
       0:09.007	  0.015	 -0.017	  0.014	  0.015	  0.012	  0.018
       0:09.008	  0.017	 -0.021	  0.011	  0.016	  0.013	  0.019
       0:09.009	  0.022	 -0.021	  0.010	  0.016	  0.013	  0.019
       0:09.010	  0.026	 -0.019	  0.010	  0.016	  0.012	  0.018
       0:09.011	  0.031	 -0.015	  0.009	  0.015	  0.010	  0.014
       0:09.012	  0.031	 -0.010	  0.008	  0.012	  0.007	  0.008
       0:09.013	  0.036	 -0.005	  0.006	  0.009	  0.001	  0.001
       0:09.014	  0.045	 -0.001	  0.004	  0.004	 -0.006	 -0.007
       0:09.015	  0.049	  0.004	  0.001	 -0.001	 -0.014	 -0.015
       0:09.016	  0.052	  0.008	 -0.001	 -0.004	 -0.019	 -0.021
       0:09.017	  0.054	  0.012	 -0.001	 -0.006	 -0.022	 -0.026
       0:09.018	  0.058	  0.015	 -0.001	 -0.006	 -0.022	 -0.028
       0:09.019	  0.062	  0.016	  0.001	 -0.004	 -0.021	 -0.028
       0:09.020	  0.067	  0.012	  0.003	 -0.002	 -0.016	 -0.026
       0:09.021	  0.070	  0.008	  0.006	  0.002	 -0.010	 -0.021
       0:09.022	  0.075	  0.002	  0.008	  0.007	 -0.002	 -0.015
       0:09.023	  0.080	 -0.004	  0.012	  0.013	  0.008	 -0.006
       0:09.024	  0.081	 -0.010	  0.015	  0.019	  0.017	  0.003
       0:09.025	  0.084	 -0.018	  0.018	  0.024	  0.025	  0.014
       0:09.026	  0.085	 -0.025	  0.018	  0.026	  0.032	  0.022
       0:09.027	  0.087	 -0.033	  0.015	  0.025	  0.036	  0.027
       0:09.028	  0.097	 -0.039	  0.012	  0.023	  0.037	  0.030
       0:09.029	  0.105	 -0.042	  0.009	  0.020	  0.039	  0.032
       0:09.030	  0.110	 -0.040	  0.006	  0.017	  0.038	  0.032
       0:09.031	  0.116	 -0.036	  0.004	  0.014	  0.037	  0.029
       0:09.032	  0.120	 -0.029	  0.003	  0.011	  0.036	  0.025
       0:09.033	  0.125	 -0.022	  0.001	  0.008	  0.032	  0.018
       0:09.034	  0.132	 -0.014	  0.000	  0.004	  0.027	  0.010
       0:09.035	  0.136	 -0.006	 -0.001	  0.000	  0.022	  0.002
       0:09.036	  0.142	  0.002	 -0.002	 -0.002	  0.018	 -0.005
       0:09.037	  0.148	  0.010	  0.000	 -0.002	  0.014	 -0.008
       0:09.038	  0.152	  0.015	  0.002	 -0.001	  0.015	 -0.010
       0:09.039	  0.155	  0.016	  0.005	  0.001	  0.018	 -0.007
       0:09.040	  0.159	  0.014	  0.008	  0.002	  0.022	 -0.004
       0:09.041	  0.164	  0.009	  0.010	  0.005	  0.028	  0.003
       0:09.042	  0.166	  0.005	  0.012	  0.008	  0.036	  0.011
       0:09.043	  0.168	  0.001	  0.016	  0.013	  0.045	  0.023
       0:09.044	  0.171	 -0.003	  0.019	  0.019	  0.053	  0.035
       0:09.045	  0.176	 -0.008	  0.023	  0.025	  0.060	  0.046
       0:09.046	  0.178	 -0.013	  0.025	  0.030	  0.066	  0.056
       0:09.047	  0.174	 -0.019	  0.024	  0.034	  0.069	  0.064
       0:09.048	  0.174	 -0.022	  0.023	  0.035	  0.071	  0.068
       0:09.049	  0.176	 -0.022	  0.023	  0.036	  0.071	  0.072
       0:09.050	  0.177	 -0.020	  0.024	  0.036	  0.069	  0.074
       0:09.051	  0.178	 -0.013	  0.025	  0.036	  0.066	  0.074
       0:09.052	  0.180	 -0.006	  0.025	  0.036	  0.061	  0.072
       0:09.053	  0.183	  0.001	  0.026	  0.033	  0.056	  0.067
       0:09.054	  0.186	  0.008	  0.025	  0.031	  0.050	  0.059
       0:09.055	  0.184	  0.014	  0.025	  0.027	  0.044	  0.049
       0:09.056	  0.183	  0.020	  0.025	  0.026	  0.039	  0.040
       0:09.057	  0.185	  0.025	  0.025	  0.024	  0.036	  0.033
       0:09.058	  0.187	  0.027	  0.025	  0.023	  0.034	  0.029
       0:09.059	  0.187	  0.026	  0.024	  0.022	  0.034	  0.027
       0:09.060	  0.189	  0.023	  0.023	  0.024	  0.034	  0.028
       0:09.061	  0.189	  0.017	  0.023	  0.024	  0.036	  0.031
       0:09.062	  0.191	  0.009	  0.022	  0.026	  0.039	  0.036
       0:09.063	  0.193	  0.001	  0.023	  0.030	  0.044	  0.043
       0:09.064	  0.195	 -0.006	  0.023	  0.035	  0.050	  0.052
       0:09.065	  0.199	 -0.014	  0.024	  0.038	  0.057	  0.062
       0:09.066	  0.200	 -0.020	  0.025	  0.043	  0.063	  0.073
       0:09.067	  0.199	 -0.025	  0.023	  0.045	  0.067	  0.081
       0:09.068	  0.202	 -0.027	  0.022	  0.045	  0.071	  0.088
       0:09.069	  0.205	 -0.026	  0.021	  0.044	  0.071	  0.091
       0:09.070	  0.203	 -0.021	  0.021	  0.041	  0.069	  0.091
       0:09.071	  0.202	 -0.016	  0.020	  0.039	  0.066	  0.087
       0:09.072	  0.199	 -0.010	  0.019	  0.035	  0.060	  0.081
       0:09.073	  0.200	 -0.005	  0.016	  0.028	  0.051	  0.071
       0:09.074	  0.201	  0.000	  0.013	  0.022	  0.043	  0.060
       0:09.075	  0.201	  0.004	  0.011	  0.017	  0.036	  0.048
       0:09.076	  0.198	  0.008	  0.011	  0.013	  0.030	  0.037
       0:09.077	  0.201	  0.012	  0.012	  0.011	  0.028	  0.029
       0:09.078	  0.202	  0.015	  0.014	  0.012	  0.028	  0.026
       0:09.079	  0.202	  0.016	  0.017	  0.014	  0.029	  0.024
       0:09.080	  0.198	  0.015	  0.019	  0.017	  0.031	  0.024
       0:09.081	  0.192	  0.012	  0.020	  0.021	  0.032	  0.028
       0:09.082	  0.187	  0.008	  0.022	  0.024	  0.034	  0.032
       0:09.083	  0.184	  0.003	  0.023	  0.028	  0.036	  0.037
       0:09.084	  0.178	 -0.002	  0.024	  0.031	  0.039	  0.044
       0:09.085	  0.173	 -0.008	  0.023	  0.033	  0.040	  0.050
       0:09.086	  0.167	 -0.015	  0.021	  0.032	  0.041	  0.054
       0:09.087	  0.162	 -0.021	  0.017	  0.029	  0.039	  0.056
       0:09.088	  0.157	 -0.028	  0.011	  0.024	  0.035	  0.056
       0:09.089	  0.152	 -0.032	  0.006	  0.017	  0.030	  0.051
       0:09.090	  0.146	 -0.033	  0.003	  0.011	  0.025	  0.046
       0:09.091	  0.142	 -0.031	  0.000	  0.006	  0.019	  0.037
       0:09.092	  0.136	 -0.028	 -0.002	  0.000	  0.012	  0.029
       0:09.093	  0.134	 -0.022	 -0.004	 -0.007	  0.006	  0.019
       0:09.094	  0.132	 -0.017	 -0.007	 -0.012	 -0.001	  0.008
       0:09.095	  0.125	 -0.011	 -0.010	 -0.019	 -0.008	 -0.002
       0:09.096	  0.115	 -0.005	 -0.011	 -0.024	 -0.014	 -0.012
       0:09.097	  0.107	  0.001	 -0.012	 -0.028	 -0.019	 -0.021
       0:09.098	  0.101	  0.005	 -0.012	 -0.031	 -0.022	 -0.028
       0:09.099	  0.098	  0.006	 -0.012	 -0.032	 -0.024	 -0.032
       0:09.100	  0.094	  0.005	 -0.012	 -0.034	 -0.025	 -0.034
       0:09.101	  0.089	  0.001	 -0.012	 -0.033	 -0.023	 -0.034
       0:09.102	  0.086	 -0.004	 -0.012	 -0.031	 -0.018	 -0.030
       0:09.103	  0.079	 -0.009	 -0.009	 -0.026	 -0.011	 -0.023
