   Elapsed time	     V5	     V2
       0:23.514	 -0.225	  0.045
       0:23.517	 -0.200	  0.405
       0:23.519	 -0.195	  0.755
       0:23.522	 -0.150	  0.770
       0:23.525	 -0.065	  0.525
       0:23.528	  0.170	  0.320
       0:23.531	  0.530	  0.240
       0:23.533	  0.755	  0.205
       0:23.536	  0.595	  0.145
       0:23.539	  0.295	  0.080
       0:23.542	  0.095	  0.010
       0:23.544	  0.070	 -0.080
       0:23.547	  0.105	 -0.205
       0:23.550	  0.135	 -0.370
       0:23.553	  0.120	 -0.535
       0:23.556	  0.115	 -0.730
       0:23.558	  0.115	 -0.920
       0:23.561	  0.125	 -1.085
       0:23.564	  0.150	 -1.230
       0:23.567	  0.170	 -1.375
       0:23.569	  0.160	 -1.490
       0:23.572	  0.155	 -1.625
       0:23.575	  0.130	 -1.755
       0:23.578	  0.145	 -1.910
       0:23.581	  0.155	 -2.090
       0:23.583	  0.175	 -2.265
       0:23.586	  0.170	 -2.385
       0:23.589	  0.145	 -2.500
       0:23.592	  0.125	 -2.580
       0:23.594	  0.110	 -2.665
       0:23.597	  0.090	 -2.745
       0:23.600	  0.070	 -2.815
       0:23.603	  0.025	 -2.875
       0:23.606	 -0.035	 -2.930
       0:23.608	 -0.085	 -2.975
       0:23.611	 -0.140	 -2.990
       0:23.614	 -0.210	 -2.995
       0:23.617	 -0.310	 -3.030
       0:23.619	 -0.390	 -3.050
       0:23.622	 -0.455	 -3.070
       0:23.625	 -0.445	 -3.065
       0:23.628	 -0.415	 -3.045
       0:23.631	 -0.385	 -3.020
       0:23.633	 -0.385	 -2.995
       0:23.636	 -0.380	 -2.950
       0:23.639	 -0.405	 -2.875
       0:23.642	 -0.440	 -2.765
       0:23.644	 -0.415	 -2.630
       0:23.647	 -0.420	 -2.495
       0:23.650	 -0.435	 -2.345
       0:23.653	 -0.450	 -2.175
       0:23.656	 -0.440	 -1.965
       0:23.658	 -0.420	 -1.770
       0:23.661	 -0.390	 -1.530
       0:23.664	 -0.350	 -1.285
       0:23.667	 -0.360	 -1.065
       0:23.669	 -0.370	 -0.845
       0:23.672	 -0.400	 -0.655
       0:23.675	 -0.425	 -0.435
       0:23.678	 -0.415	 -0.245
       0:23.681	 -0.415	 -0.065
       0:23.683	 -0.410	  0.090
       0:23.686	 -0.415	  0.240
       0:23.689	 -0.410	  0.380
       0:23.692	 -0.415	  0.480
       0:23.694	 -0.395	  0.585
       0:23.697	 -0.380	  0.660
       0:23.700	 -0.380	  0.705
       0:23.703	 -0.375	  0.750
       0:23.706	 -0.380	  0.780
       0:23.708	 -0.380	  0.830
       0:23.711	 -0.355	  0.890
       0:23.714	 -0.360	  0.930
       0:23.717	 -0.360	  0.960
       0:23.719	 -0.355	  0.995
       0:23.722	 -0.355	  1.040
       0:23.725	 -0.350	  1.060
       0:23.728	 -0.345	  1.115
       0:23.731	 -0.335	  1.145
       0:23.733	 -0.325	  1.190
       0:23.736	 -0.335	  1.205
       0:23.739	 -0.325	  1.245
       0:23.742	 -0.340	  1.280
       0:23.744	 -0.325	  1.330
       0:23.747	 -0.310	  1.370
       0:23.750	 -0.305	  1.400
       0:23.753	 -0.300	  1.430
       0:23.756	 -0.315	  1.460
       0:23.758	 -0.325	  1.510
       0:23.761	 -0.295	  1.540
       0:23.764	 -0.290	  1.590
       0:23.767	 -0.290	  1.615
       0:23.769	 -0.295	  1.640
       0:23.772	 -0.315	  1.665
       0:23.775	 -0.295	  1.715
       0:23.778	 -0.275	  1.770
       0:23.781	 -0.275	  1.800
       0:23.783	 -0.275	  1.830
       0:23.786	 -0.280	  1.855
       0:23.789	 -0.280	  1.875
       0:23.792	 -0.265	  1.905
       0:23.794	 -0.265	  1.935
       0:23.797	 -0.260	  1.940
       0:23.800	 -0.245	  1.945
       0:23.803	 -0.245	  1.945
       0:23.806	 -0.240	  1.940
       0:23.808	 -0.240	  1.950
       0:23.811	 -0.220	  1.950
       0:23.814	 -0.210	  1.940
       0:23.817	 -0.205	  1.920
       0:23.819	 -0.190	  1.900
       0:23.822	 -0.200	  1.850
       0:23.825	 -0.200	  1.830
       0:23.828	 -0.190	  1.810
       0:23.831	 -0.190	  1.770
       0:23.833	 -0.185	  1.720
       0:23.836	 -0.185	  1.655
       0:23.839	 -0.185	  1.600
       0:23.842	 -0.190	  1.545
       0:23.844	 -0.170	  1.495
       0:23.847	 -0.160	  1.430
       0:23.850	 -0.165	  1.370
       0:23.853	 -0.170	  1.290
       0:23.856	 -0.185	  1.220
       0:23.858	 -0.175	  1.165
       0:23.861	 -0.170	  1.115
       0:23.864	 -0.180	  1.060
       0:23.867	 -0.175	  0.980
       0:23.869	 -0.185	  0.920
       0:23.872	 -0.185	  0.850
       0:23.875	 -0.195	  0.815
       0:23.878	 -0.190	  0.755
       0:23.881	 -0.180	  0.710
       0:23.883	 -0.195	  0.640
       0:23.886	 -0.220	  0.575
       0:23.889	 -0.215	  0.530
       0:23.892	 -0.225	  0.490
       0:23.894	 -0.220	  0.460
       0:23.897	 -0.220	  0.415
       0:23.900	 -0.225	  0.360
       0:23.903	 -0.245	  0.320
       0:23.906	 -0.240	  0.280
       0:23.908	 -0.255	  0.250
       0:23.911	 -0.255	  0.225
       0:23.914	 -0.245	  0.200
       0:23.917	 -0.260	  0.170
       0:23.919	 -0.265	  0.130
       0:23.922	 -0.280	  0.110
       0:23.925	 -0.290	  0.090
       0:23.928	 -0.275	  0.090
       0:23.931	 -0.270	  0.065
       0:23.933	 -0.280	  0.060
       0:23.936	 -0.285	  0.030
       0:23.939	 -0.305	  0.010
       0:23.942	 -0.295	  0.015
       0:23.944	 -0.295	  0.005
       0:23.947	 -0.285	 -0.005
       0:23.950	 -0.290	 -0.005
       0:23.953	 -0.305	 -0.035
       0:23.956	 -0.310	 -0.035
       0:23.958	 -0.320	 -0.040
       0:23.961	 -0.320	 -0.035
       0:23.964	 -0.305	 -0.035
       0:23.967	 -0.305	 -0.035
       0:23.969	 -0.315	 -0.045
       0:23.972	 -0.315	 -0.050
       0:23.975	 -0.315	 -0.045
       0:23.978	 -0.315	 -0.035
       0:23.981	 -0.300	 -0.040
       0:23.983	 -0.305	 -0.055
       0:23.986	 -0.315	 -0.055
       0:23.989	 -0.315	 -0.055
       0:23.992	 -0.320	 -0.045
       0:23.994	 -0.305	 -0.045
       0:23.997	 -0.310	 -0.040
       0:24.000	 -0.295	 -0.040
       0:24.003	 -0.305	 -0.040
       0:24.006	 -0.310	 -0.055
       0:24.008	 -0.310	 -0.045
       0:24.011	 -0.305	 -0.040
       0:24.014	 -0.290	 -0.025
       0:24.017	 -0.300	 -0.015
       0:24.019	 -0.300	 -0.030
       0:24.022	 -0.295	 -0.040
       0:24.025	 -0.310	 -0.030
       0:24.028	 -0.300	 -0.015
       0:24.031	 -0.280	 -0.015
       0:24.033	 -0.295	 -0.005
       0:24.036	 -0.295	 -0.025
       0:24.039	 -0.305	 -0.020
       0:24.042	 -0.310	 -0.025
       0:24.044	 -0.295	 -0.010
       0:24.047	 -0.285	 -0.005
       0:24.050	 -0.290	  0.000
       0:24.053	 -0.300	 -0.010
       0:24.056	 -0.325	 -0.025
       0:24.058	 -0.320	 -0.020
       0:24.061	 -0.310	 -0.010
       0:24.064	 -0.305	 -0.025
       0:24.067	 -0.315	 -0.010
       0:24.069	 -0.310	 -0.025
       0:24.072	 -0.325	 -0.040
       0:24.075	 -0.325	 -0.040
       0:24.078	 -0.310	 -0.025
       0:24.081	 -0.300	 -0.025
       0:24.083	 -0.310	 -0.025
       0:24.086	 -0.315	 -0.040
       0:24.089	 -0.335	 -0.055
       0:24.092	 -0.335	 -0.055
       0:24.094	 -0.320	 -0.045
       0:24.097	 -0.315	 -0.050
       0:24.100	 -0.315	 -0.055
       0:24.103	 -0.320	 -0.065
       0:24.106	 -0.325	 -0.075
       0:24.108	 -0.345	 -0.070
       0:24.111	 -0.335	 -0.075
       0:24.114	 -0.330	 -0.075
       0:24.117	 -0.330	 -0.085
       0:24.119	 -0.330	 -0.105
       0:24.122	 -0.345	 -0.110
       0:24.125	 -0.355	 -0.105
       0:24.128	 -0.345	 -0.090
       0:24.131	 -0.335	 -0.100
       0:24.133	 -0.340	 -0.115
       0:24.136	 -0.350	 -0.115
       0:24.139	 -0.365	 -0.130
       0:24.142	 -0.355	 -0.125
       0:24.144	 -0.350	 -0.115
       0:24.147	 -0.355	 -0.120
       0:24.150	 -0.350	 -0.130
       0:24.153	 -0.350	 -0.145
       0:24.156	 -0.365	 -0.155
       0:24.158	 -0.360	 -0.150
       0:24.161	 -0.345	 -0.140
       0:24.164	 -0.350	 -0.140
       0:24.167	 -0.350	 -0.155
       0:24.169	 -0.360	 -0.165
       0:24.172	 -0.375	 -0.165
       0:24.175	 -0.380	 -0.160
       0:24.178	 -0.355	 -0.155
       0:24.181	 -0.345	 -0.145
       0:24.183	 -0.360	 -0.155
       0:24.186	 -0.360	 -0.170
       0:24.189	 -0.365	 -0.180
       0:24.192	 -0.375	 -0.180
       0:24.194	 -0.355	 -0.155
       0:24.197	 -0.355	 -0.170
       0:24.200	 -0.345	 -0.175
       0:24.203	 -0.360	 -0.185
       0:24.206	 -0.365	 -0.195
       0:24.208	 -0.365	 -0.190
       0:24.211	 -0.360	 -0.180
       0:24.214	 -0.350	 -0.190
       0:24.217	 -0.360	 -0.185
       0:24.219	 -0.360	 -0.185
       0:24.222	 -0.375	 -0.205
       0:24.225	 -0.385	 -0.195
       0:24.228	 -0.375	 -0.175
       0:24.231	 -0.365	 -0.185
       0:24.233	 -0.370	 -0.185
       0:24.236	 -0.380	 -0.190
       0:24.239	 -0.380	 -0.195
       0:24.242	 -0.375	 -0.190
       0:24.244	 -0.365	 -0.190
       0:24.247	 -0.350	 -0.195
       0:24.250	 -0.365	 -0.190
       0:24.253	 -0.360	 -0.205
       0:24.256	 -0.370	 -0.205
       0:24.258	 -0.375	 -0.210
       0:24.261	 -0.365	 -0.195
       0:24.264	 -0.360	 -0.200
       0:24.267	 -0.355	 -0.195
       0:24.269	 -0.375	 -0.220
       0:24.272	 -0.375	 -0.220
       0:24.275	 -0.375	 -0.205
       0:24.278	 -0.355	 -0.190
       0:24.281	 -0.350	 -0.195
       0:24.283	 -0.355	 -0.195
       0:24.286	 -0.365	 -0.215
       0:24.289	 -0.370	 -0.215
       0:24.292	 -0.365	 -0.200
       0:24.294	 -0.360	 -0.195
       0:24.297	 -0.345	 -0.195
       0:24.300	 -0.345	 -0.190
       0:24.303	 -0.350	 -0.220
       0:24.306	 -0.360	 -0.215
       0:24.308	 -0.365	 -0.195
       0:24.311	 -0.355	 -0.180
       0:24.314	 -0.335	 -0.165
       0:24.317	 -0.330	 -0.165
       0:24.319	 -0.330	 -0.120
       0:24.322	 -0.320	  0.025
       0:24.325	 -0.295	  0.395
       0:24.328	 -0.250	  0.750
       0:24.331	 -0.190	  0.715
       0:24.333	 -0.070	  0.460
       0:24.336	  0.230	  0.280
       0:24.339	  0.605	  0.205
       0:24.342	  0.700	  0.170
       0:24.344	  0.470	  0.125
       0:24.347	  0.180	  0.070
       0:24.350	  0.025	 -0.020
       0:24.353	  0.025	 -0.155
       0:24.356	  0.040	 -0.310
       0:24.358	  0.040	 -0.475
       0:24.361	  0.035	 -0.645
       0:24.364	  0.045	 -0.850
       0:24.367	  0.050	 -1.060
       0:24.369	  0.070	 -1.255
       0:24.372	  0.075	 -1.415
       0:24.375	  0.080	 -1.540
       0:24.378	  0.065	 -1.670
       0:24.381	  0.065	 -1.835
       0:24.383	  0.055	 -2.035
       0:24.386	  0.055	 -2.270
       0:24.389	  0.055	 -2.475
       0:24.392	  0.050	 -2.620
       0:24.394	  0.025	 -2.715
       0:24.397	 -0.005	 -2.810
       0:24.400	 -0.060	 -2.905
       0:24.403	 -0.120	 -2.995
       0:24.406	 -0.190	 -3.045
       0:24.408	 -0.275	 -3.070
       0:24.411	 -0.335	 -3.090
       0:24.414	 -0.390	 -3.105
       0:24.417	 -0.475	 -3.115
       0:24.419	 -0.575	 -3.115
       0:24.422	 -0.635	 -3.135
       0:24.425	 -0.655	 -3.120
       0:24.428	 -0.595	 -3.105
       0:24.431	 -0.545	 -3.085
       0:24.433	 -0.505	 -3.050
       0:24.436	 -0.470	 -3.020
       0:24.439	 -0.465	 -2.935
       0:24.442	 -0.455	 -2.800
       0:24.444	 -0.460	 -2.655
       0:24.447	 -0.440	 -2.455
       0:24.450	 -0.440	 -2.255
       0:24.453	 -0.415	 -2.035
       0:24.456	 -0.410	 -1.795
       0:24.458	 -0.385	 -1.535
       0:24.461	 -0.355	 -1.290
       0:24.464	 -0.340	 -1.040
       0:24.467	 -0.375	 -0.830
       0:24.469	 -0.405	 -0.645
       0:24.472	 -0.415	 -0.460
       0:24.475	 -0.425	 -0.260
       0:24.478	 -0.430	 -0.080
       0:24.481	 -0.420	  0.080
       0:24.483	 -0.445	  0.230
       0:24.486	 -0.440	  0.345
       0:24.489	 -0.445	  0.445
       0:24.492	 -0.445	  0.530
       0:24.494	 -0.440	  0.610
       0:24.497	 -0.420	  0.660
       0:24.500	 -0.440	  0.700
       0:24.503	 -0.430	  0.740
       0:24.506	 -0.450	  0.780
       0:24.508	 -0.445	  0.830
       0:24.511	 -0.415	  0.855
       0:24.514	 -0.405	  0.890
       0:24.517	 -0.415	  0.930
       0:24.519	 -0.415	  0.955
       0:24.522	 -0.420	  0.985
       0:24.525	 -0.425	  1.025
       0:24.528	 -0.405	  1.065
       0:24.531	 -0.405	  1.115
       0:24.533	 -0.410	  1.135
       0:24.536	 -0.400	  1.160
       0:24.539	 -0.405	  1.185
       0:24.542	 -0.405	  1.230
       0:24.544	 -0.390	  1.285
       0:24.547	 -0.390	  1.335
       0:24.550	 -0.395	  1.360
       0:24.553	 -0.395	  1.400
       0:24.556	 -0.395	  1.435
       0:24.558	 -0.400	  1.480
       0:24.561	 -0.380	  1.535
       0:24.564	 -0.360	  1.570
       0:24.567	 -0.365	  1.605
       0:24.569	 -0.365	  1.625
       0:24.572	 -0.355	  1.665
       0:24.575	 -0.355	  1.720
       0:24.578	 -0.350	  1.755
       0:24.581	 -0.335	  1.780
       0:24.583	 -0.330	  1.805
       0:24.586	 -0.320	  1.830
       0:24.589	 -0.325	  1.845
       0:24.592	 -0.330	  1.875
       0:24.594	 -0.310	  1.890
       0:24.597	 -0.295	  1.900
       0:24.600	 -0.290	  1.905
       0:24.603	 -0.285	  1.910
       0:24.606	 -0.295	  1.905
       0:24.608	 -0.290	  1.915
       0:24.611	 -0.290	  1.905
       0:24.614	 -0.265	  1.890
       0:24.617	 -0.265	  1.860
       0:24.619	 -0.250	  1.835
       0:24.622	 -0.265	  1.800
       0:24.625	 -0.260	  1.765
       0:24.628	 -0.260	  1.730
       0:24.631	 -0.245	  1.690
       0:24.633	 -0.255	  1.625
       0:24.636	 -0.250	  1.565
       0:24.639	 -0.245	  1.500
       0:24.642	 -0.255	  1.435
       0:24.644	 -0.245	  1.380
       0:24.647	 -0.245	  1.320
       0:24.650	 -0.240	  1.260
       0:24.653	 -0.235	  1.165
       0:24.656	 -0.245	  1.095
       0:24.658	 -0.250	  1.040
       0:24.661	 -0.245	  0.970
       0:24.664	 -0.220	  0.910
       0:24.667	 -0.245	  0.845
       0:24.669	 -0.245	  0.770
       0:24.672	 -0.250	  0.705
       0:24.675	 -0.250	  0.650
       0:24.678	 -0.255	  0.605
       0:24.681	 -0.240	  0.545
       0:24.683	 -0.245	  0.490
       0:24.686	 -0.250	  0.430
       0:24.689	 -0.265	  0.380
       0:24.692	 -0.280	  0.335
       0:24.694	 -0.275	  0.315
       0:24.697	 -0.270	  0.265
       0:24.700	 -0.280	  0.230
       0:24.703	 -0.295	  0.185
       0:24.706	 -0.300	  0.160
       0:24.708	 -0.310	  0.135
       0:24.711	 -0.315	  0.130
       0:24.714	 -0.315	  0.090
       0:24.717	 -0.320	  0.080
       0:24.719	 -0.325	  0.050
       0:24.722	 -0.330	  0.040
       0:24.725	 -0.330	  0.030
       0:24.728	 -0.325	  0.025
       0:24.731	 -0.320	  0.005
       0:24.733	 -0.320	  0.005
       0:24.736	 -0.330	 -0.010
       0:24.739	 -0.330	 -0.020
       0:24.742	 -0.330	 -0.030
       0:24.744	 -0.335	 -0.005
       0:24.747	 -0.325	 -0.015
       0:24.750	 -0.335	 -0.025
       0:24.753	 -0.345	 -0.035
       0:24.756	 -0.345	 -0.040
       0:24.758	 -0.335	 -0.025
       0:24.761	 -0.325	 -0.025
       0:24.764	 -0.310	 -0.015
       0:24.767	 -0.320	 -0.025
       0:24.769	 -0.330	 -0.025
       0:24.772	 -0.315	 -0.035
       0:24.775	 -0.325	 -0.030
       0:24.778	 -0.325	 -0.020
       0:24.781	 -0.310	 -0.010
       0:24.783	 -0.320	 -0.020
       0:24.786	 -0.320	 -0.035
       0:24.789	 -0.330	 -0.015
       0:24.792	 -0.325	 -0.010
       0:24.794	 -0.330	  0.000
       0:24.797	 -0.335	  0.000
       0:24.800	 -0.330	  0.005
       0:24.803	 -0.340	 -0.020
       0:24.806	 -0.335	 -0.025
       0:24.808	 -0.340	 -0.020
       0:24.811	 -0.340	 -0.005
       0:24.814	 -0.330	  0.000
       0:24.817	 -0.345	 -0.010
       0:24.819	 -0.345	 -0.020
       0:24.822	 -0.355	 -0.020
       0:24.825	 -0.365	 -0.025
       0:24.828	 -0.360	 -0.005
       0:24.831	 -0.345	 -0.005
       0:24.833	 -0.350	 -0.015
       0:24.836	 -0.350	 -0.035
       0:24.839	 -0.360	 -0.040
       0:24.842	 -0.345	 -0.030
       0:24.844	 -0.350	 -0.035
       0:24.847	 -0.350	 -0.030
       0:24.850	 -0.370	 -0.040
       0:24.853	 -0.360	 -0.060
       0:24.856	 -0.365	 -0.075
       0:24.858	 -0.370	 -0.065
       0:24.861	 -0.360	 -0.065
       0:24.864	 -0.355	 -0.060
       0:24.867	 -0.355	 -0.080
       0:24.869	 -0.370	 -0.085
       0:24.872	 -0.365	 -0.100
       0:24.875	 -0.380	 -0.105
       0:24.878	 -0.365	 -0.105
       0:24.881	 -0.375	 -0.085
       0:24.883	 -0.380	 -0.105
       0:24.886	 -0.385	 -0.105
       0:24.889	 -0.385	 -0.120
       0:24.892	 -0.390	 -0.120
       0:24.894	 -0.375	 -0.115
       0:24.897	 -0.360	 -0.130
       0:24.900	 -0.375	 -0.120
       0:24.903	 -0.375	 -0.135
       0:24.906	 -0.385	 -0.150
       0:24.908	 -0.385	 -0.130
       0:24.911	 -0.380	 -0.140
       0:24.914	 -0.385	 -0.135
       0:24.917	 -0.380	 -0.150
       0:24.919	 -0.385	 -0.165
       0:24.922	 -0.390	 -0.170
       0:24.925	 -0.400	 -0.175
       0:24.928	 -0.390	 -0.155
       0:24.931	 -0.385	 -0.145
       0:24.933	 -0.400	 -0.155
       0:24.936	 -0.400	 -0.175
       0:24.939	 -0.400	 -0.175
       0:24.942	 -0.405	 -0.185
       0:24.944	 -0.390	 -0.160
       0:24.947	 -0.390	 -0.175
       0:24.950	 -0.385	 -0.180
       0:24.953	 -0.400	 -0.195
       0:24.956	 -0.405	 -0.185
       0:24.958	 -0.410	 -0.185
       0:24.961	 -0.400	 -0.170
       0:24.964	 -0.395	 -0.180
       0:24.967	 -0.400	 -0.180
       0:24.969	 -0.400	 -0.200
       0:24.972	 -0.395	 -0.210
       0:24.975	 -0.400	 -0.195
       0:24.978	 -0.390	 -0.190
       0:24.981	 -0.385	 -0.195
       0:24.983	 -0.410	 -0.190
       0:24.986	 -0.405	 -0.205
       0:24.989	 -0.410	 -0.205
       0:24.992	 -0.405	 -0.205
       0:24.994	 -0.395	 -0.195
       0:24.997	 -0.385	 -0.200
       0:25.000	 -0.390	 -0.190
       0:25.003	 -0.390	 -0.215
       0:25.006	 -0.395	 -0.215
       0:25.008	 -0.400	 -0.215
       0:25.011	 -0.395	 -0.190
       0:25.014	 -0.390	 -0.190
       0:25.017	 -0.390	 -0.210
       0:25.019	 -0.390	 -0.215
       0:25.022	 -0.385	 -0.210
       0:25.025	 -0.390	 -0.215
       0:25.028	 -0.370	 -0.200
       0:25.031	 -0.375	 -0.195
       0:25.033	 -0.385	 -0.210
       0:25.036	 -0.370	 -0.210
       0:25.039	 -0.385	 -0.220
       0:25.042	 -0.390	 -0.205
       0:25.044	 -0.375	 -0.200
       0:25.047	 -0.370	 -0.200
       0:25.050	 -0.370	 -0.210
       0:25.053	 -0.390	 -0.220
       0:25.056	 -0.405	 -0.215
       0:25.058	 -0.405	 -0.200
       0:25.061	 -0.375	 -0.200
       0:25.064	 -0.365	 -0.210
       0:25.067	 -0.375	 -0.200
       0:25.069	 -0.385	 -0.215
       0:25.072	 -0.380	 -0.220
       0:25.075	 -0.395	 -0.205
       0:25.078	 -0.375	 -0.205
       0:25.081	 -0.355	 -0.200
       0:25.083	 -0.345	 -0.205
       0:25.086	 -0.355	 -0.205
       0:25.089	 -0.360	 -0.200
       0:25.092	 -0.355	 -0.160
       0:25.094	 -0.340	 -0.105
       0:25.097	 -0.315	  0.070
       0:25.100	 -0.285	  0.435
       0:25.103	 -0.250	  0.805
       0:25.106	 -0.190	  0.835
       0:25.108	 -0.070	  0.565
       0:25.111	  0.235	  0.315
       0:25.114	  0.660	  0.205
       0:25.117	  0.835	  0.160
       0:25.119	  0.630	  0.110
       0:25.122	  0.270	  0.015
       0:25.125	  0.060	 -0.080
       0:25.128	  0.050	 -0.185
       0:25.131	  0.090	 -0.320
       0:25.133	  0.085	 -0.485
       0:25.136	  0.080	 -0.685
       0:25.139	  0.050	 -0.895
       0:25.142	  0.040	 -1.115
       0:25.144	  0.070	 -1.305
       0:25.147	  0.075	 -1.490
       0:25.150	  0.075	 -1.655
       0:25.153	  0.050	 -1.835
       0:25.156	  0.025	 -1.990
       0:25.158	  0.010	 -2.195
       0:25.161	  0.030	 -2.380
       0:25.164	  0.025	 -2.540
       0:25.167	 -0.015	 -2.645
       0:25.169	 -0.040	 -2.730
       0:25.172	 -0.080	 -2.830
       0:25.175	 -0.125	 -2.925
       0:25.178	 -0.165	 -2.970
       0:25.181	 -0.225	 -3.015
       0:25.183	 -0.290	 -3.045
       0:25.186	 -0.365	 -3.075
       0:25.189	 -0.440	 -3.090
       0:25.192	 -0.525	 -3.100
       0:25.194	 -0.615	 -3.095
